,segment_lenght
606666,0 days 00:05:48.990000000
606671,0 days 00:05:53.000000000
606682,0 days 00:02:11.110000000
606687,0 days 00:03:21.960000000
606699,0 days 00:05:51.100000000
607745,0 days 00:04:51.810000000
607752,0 days 00:04:38.980000000
607758,0 days 00:03:15.060000000
607770,0 days 00:04:09.170000000
610282,0 days 00:03:33.820000000
610291,0 days 00:03:36.180000000
610367,0 days 00:04:43.040000000
610378,0 days 00:05:26.800000000
610388,0 days 00:00:45.820000000
610501,0 days 00:04:37.220000000
610511,0 days 00:01:49.010000000
610517,0 days 00:03:38.840000000
610801,0 days 00:04:05.970000000
610814,0 days 00:05:51.120000000
610914,0 days 00:03:41.910000000
610922,0 days 00:03:56.060000000
610926,0 days 00:02:34.870000000
610933,0 days 00:03:21.120000000
610938,0 days 00:02:55.040000000
611070,0 days 00:05:58.030000000
611096,0 days 00:06:49.900000000
611434,0 days 00:05:33.000000000
611441,0 days 00:04:28.970000000
611451,0 days 00:07:15.850000000
611468,0 days 00:03:26.090000000
611473,0 days 00:05:13.840000000
611481,0 days 00:07:00.250000000
611488,0 days 00:04:20.740000000
611506,0 days 00:06:10.100000000
612072,0 days 00:09:00.880000000
612084,0 days 00:03:39.970000000
612090,0 days 00:07:43.100000000
612095,0 days 00:04:57.100000000
612100,0 days 00:03:02.910000000
612104,0 days 00:05:29.970000000
612117,0 days 00:02:23.920000000
612122,0 days 00:04:26.100000000
612127,0 days 00:05:50.990000000
612133,0 days 00:04:46.980000000
612137,0 days 00:07:27.990000000
612146,0 days 00:06:35.830000000
612291,0 days 00:07:39.920000000
612318,0 days 00:07:13.990000000
612328,0 days 00:04:49.800000000
612336,0 days 00:03:26.190000000
612356,0 days 00:03:04.040000000
612363,0 days 00:03:44.850000000
612367,0 days 00:02:20.160000000
612372,0 days 00:00:27.870000000
612376,0 days 00:00:35.110000000
612380,0 days 00:00:16.020000000
612383,0 days 00:00:43.850000000
612387,0 days 00:00:50.130000000
612391,0 days 00:00:25.790000000
612396,0 days 00:07:02.100000000
612404,0 days 00:06:51.860000000
614717,0 days 00:03:32.990000000
614725,0 days 00:05:21.970000000
614734,0 days 00:03:54.130000000
614739,0 days 00:04:48.790000000
614755,0 days 00:02:53.830000000
614762,0 days 00:04:14.050000000
614769,0 days 00:03:28.160000000
614776,0 days 00:02:29.910000000
614780,0 days 00:02:59.990000000
614786,0 days 00:03:02.000000000
614797,0 days 00:03:23.950000000
616464,0 days 00:03:19.890000000
616470,0 days 00:02:37.150000000
616475,0 days 00:01:55.980000000
616481,0 days 00:02:28.900000000
616488,0 days 00:03:13.020000000
616494,0 days 00:02:39.030000000
616499,0 days 00:02:00.130000000
617622,0 days 00:04:46.100000000
617635,0 days 00:02:56.020000000
617641,0 days 00:02:15.020000000
617646,0 days 00:03:10.970000000
617741,0 days 00:01:54.110000000
617754,0 days 00:03:41.960000000
617764,0 days 00:07:17.150000000
617773,0 days 00:04:05.790000000
618811,0 days 00:05:15.900000000
618822,0 days 00:02:50.000000000
618827,0 days 00:05:00.920000000
618840,0 days 00:02:39.050000000
618860,0 days 00:06:13.810000000
618866,0 days 00:03:40.970000000
618987,0 days 00:05:06.180000000
618993,0 days 00:03:38.730000000
619004,0 days 00:03:40.870000000
619644,0 days 00:06:56.240000000
619655,0 days 00:04:36.830000000
619662,0 days 00:06:32.020000000
619675,0 days 00:04:30.970000000
619681,0 days 00:03:44.060000000
619688,0 days 00:04:09.940000000
619696,0 days 00:03:45.170000000
619852,0 days 00:02:28.170000000
620161,0 days 00:04:49.880000000
620169,0 days 00:05:40.110000000
620179,0 days 00:05:17.000000000
620188,0 days 00:04:03.870000000
620197,0 days 00:04:39.000000000
620216,0 days 00:03:43.940000000
621048,0 days 00:05:29.940000000
621065,0 days 00:05:31.050000000
621070,0 days 00:05:18.020000000
621077,0 days 00:05:36.970000000
621133,0 days 00:04:09.930000000
621166,0 days 00:02:23.200000000
621197,0 days 00:05:37.960000000
621216,0 days 00:05:50.020000000
621233,0 days 00:05:41.770000000
621258,0 days 00:04:45.070000000
621271,0 days 00:02:19.180000000
621284,0 days 00:00:24.000000000
621288,0 days 00:04:29.830000000
621840,0 days 00:02:40.220000000
621852,0 days 00:03:12.870000000
621865,0 days 00:03:00.960000000
621909,0 days 00:04:18.260000000
621915,0 days 00:03:38.930000000
621925,0 days 00:04:34.110000000
621931,0 days 00:03:43.880000000
621939,0 days 00:04:45.110000000
621978,0 days 00:05:06.030000000
621985,0 days 00:03:56.910000000
621995,0 days 00:04:00.060000000
622004,0 days 00:04:11.040000000
622017,0 days 00:05:59.910000000
622032,0 days 00:05:46.850000000
622043,0 days 00:03:45.230000000
622050,0 days 00:04:58.780000000
622073,0 days 00:07:59.830000000
622084,0 days 00:04:49.040000000
622090,0 days 00:04:09.970000000
622099,0 days 00:04:45.050000000
622104,0 days 00:04:13.970000000
622112,0 days 00:04:23.060000000
622117,0 days 00:05:47.020000000
622124,0 days 00:03:59.200000000
622137,0 days 00:03:55.790000000
622395,0 days 00:06:15.930000000
622427,0 days 00:04:20.230000000
622432,0 days 00:02:44.950000000
622438,0 days 00:05:56.910000000
622445,0 days 00:05:24.070000000
622450,0 days 00:05:23.850000000
622469,0 days 00:05:29.980000000
622480,0 days 00:05:12.110000000
622488,0 days 00:05:22.980000000
622499,0 days 00:04:41.880000000
622569,0 days 00:04:24.070000000
622590,0 days 00:04:23.970000000
622603,0 days 00:02:30.280000000
622607,0 days 00:04:43.720000000
622614,0 days 00:05:30.000000000
622621,0 days 00:03:19.000000000
622642,0 days 00:07:41.960000000
622659,0 days 00:04:19.240000000
622672,0 days 00:03:39.010000000
622677,0 days 00:05:01.920000000
623272,0 days 00:03:44.860000000
623279,0 days 00:04:53.150000000
623296,0 days 00:05:35.120000000
624630,0 days 00:02:30.860000000
624638,0 days 00:04:49.950000000
624657,0 days 00:05:05.970000000
624666,0 days 00:02:38.130000000
624673,0 days 00:03:04.050000000
624681,0 days 00:03:38.910000000
624689,0 days 00:05:00.150000000
624699,0 days 00:03:46.810000000
624718,0 days 00:05:02.040000000
624723,0 days 00:02:51.750000000
625111,0 days 00:03:42.230000000
625118,0 days 00:04:18.880000000
625125,0 days 00:04:36.070000000
625133,0 days 00:02:19.890000000
625271,0 days 00:05:10.010000000
625280,0 days 00:03:31.880000000
626047,0 days 00:03:24.970000000
626052,0 days 00:05:13.930000000
626061,0 days 00:05:59.220000000
626762,0 days 00:07:25.840000000
626774,0 days 00:03:42.070000000
626780,0 days 00:05:32.920000000
626789,0 days 00:04:07.180000000
627176,0 days 00:03:33.060000000
627191,0 days 00:05:38.980000000
627197,0 days 00:04:40.880000000
627207,0 days 00:03:20.080000000
627216,0 days 00:05:20.820000000
627233,0 days 00:03:00.990000000
627470,0 days 00:02:56.040000000
627482,0 days 00:04:31.890000000
627492,0 days 00:02:27.090000000
627499,0 days 00:04:36.970000000
627729,0 days 00:04:18.040000000
627739,0 days 00:02:50.790000000
628030,0 days 00:02:16.940000000
628042,0 days 00:00:48.050000000
628047,0 days 00:05:14.970000000
628054,0 days 00:03:30.000000000
628062,0 days 00:06:04.000000000
628068,0 days 00:05:15.000000000
628074,0 days 00:03:32.000000000
628080,0 days 00:03:41.950000000
628092,0 days 00:04:30.100000000
628099,0 days 00:04:38.880000000
628105,0 days 00:02:55.940000000
628112,0 days 00:03:04.080000000
628118,0 days 00:03:21.900000000
628123,0 days 00:03:26.110000000
628142,0 days 00:05:12.000000000
628149,0 days 00:04:17.220000000
628157,0 days 00:01:29.000000000
628243,0 days 00:05:10.100000000
628823,0 days 00:04:49.970000000
628831,0 days 00:06:35.980000000
628839,0 days 00:05:31.130000000
628847,0 days 00:03:41.000000000
628855,0 days 00:04:07.890000000
630131,0 days 00:03:38.140000000
630141,0 days 00:02:08.830000000
630150,0 days 00:03:26.200000000
630157,0 days 00:02:43.910000000
630164,0 days 00:02:35.060000000
630175,0 days 00:02:51.000000000
630184,0 days 00:03:55.180000000
630206,0 days 00:05:01.130000000
630218,0 days 00:05:01.790000000
630224,0 days 00:04:28.990000000
630235,0 days 00:03:43.190000000
630240,0 days 00:03:53.930000000
630251,0 days 00:04:35.950000000
630263,0 days 00:03:22.990000000
630276,0 days 00:03:09.180000000
630284,0 days 00:04:44.910000000
630295,0 days 00:04:05.200000000
630303,0 days 00:02:42.760000000
630312,0 days 00:03:56.960000000
630318,0 days 00:03:13.120000000
630322,0 days 00:02:38.100000000
630692,0 days 00:03:42.000000000
630702,0 days 00:03:05.070000000
630711,0 days 00:03:39.060000000
630727,0 days 00:02:54.960000000
630731,0 days 00:05:32.130000000
630741,0 days 00:04:31.910000000
631441,0 days 00:03:47.990000000
631454,0 days 00:04:17.970000000
631470,0 days 00:02:57.870000000
631477,0 days 00:02:40.160000000
631483,0 days 00:05:12.940000000
631493,0 days 00:04:42.960000000
631501,0 days 00:04:27.180000000
631507,0 days 00:02:52.030000000
631518,0 days 00:05:07.780000000
631729,0 days 00:05:51.060000000
631737,0 days 00:06:07.090000000
631749,0 days 00:04:24.140000000
632640,0 days 00:07:02.060000000
632648,0 days 00:04:05.150000000
632654,0 days 00:03:41.960000000
632662,0 days 00:04:33.980000000
632669,0 days 00:04:05.990000000
632706,0 days 00:03:17.050000000
632715,0 days 00:03:04.940000000
632721,0 days 00:01:58.170000000
632730,0 days 00:04:07.920000000
632740,0 days 00:03:35.020000000
632748,0 days 00:03:56.220000000
633279,0 days 00:05:03.130000000
633289,0 days 00:04:59.060000000
633300,0 days 00:05:08.020000000
633312,0 days 00:04:02.820000000
633318,0 days 00:04:50.130000000
633331,0 days 00:04:17.190000000
633345,0 days 00:03:49.120000000
633350,0 days 00:00:44.870000000
633356,0 days 00:01:04.230000000
633362,0 days 00:03:08.930000000
633371,0 days 00:01:19.990000000
633379,0 days 00:01:33.030000000
633385,0 days 00:02:14.020000000
633392,0 days 00:00:35.090000000
633877,0 days 00:03:46.020000000
633885,0 days 00:03:13.770000000
633890,0 days 00:03:01.230000000
633895,0 days 00:05:39.920000000
633904,0 days 00:03:06.960000000
633914,0 days 00:03:05.890000000
633926,0 days 00:04:04.880000000
633931,0 days 00:03:10.110000000
633936,0 days 00:02:35.010000000
633941,0 days 00:05:50.030000000
633947,0 days 00:01:37.010000000
633951,0 days 00:03:35.000000000
633962,0 days 00:06:16.740000000
633968,0 days 00:00:47.050000000
633971,0 days 00:00:28.180000000
633974,0 days 00:00:59.840000000
633977,0 days 00:00:42.030000000
633981,0 days 00:00:52.070000000
633985,0 days 00:00:34.960000000
633989,0 days 00:00:30.910000000
633994,0 days 00:00:46.060000000
633998,0 days 00:00:24.940000000
634002,0 days 00:00:26.110000000
634006,0 days 00:00:25.050000000
634011,0 days 00:00:34.800000000
634015,0 days 00:00:37.210000000
634019,0 days 00:00:33.920000000
634022,0 days 00:01:12.030000000
634026,0 days 00:00:53.990000000
634030,0 days 00:00:45.980000000
634034,0 days 00:04:03.920000000
634053,0 days 00:04:00.110000000
634059,0 days 00:03:27.950000000
634063,0 days 00:03:18.040000000
634073,0 days 00:03:35.190000000
634328,0 days 00:04:19.890000000
634340,0 days 00:03:36.020000000
634346,0 days 00:03:57.140000000
634351,0 days 00:06:33.790000000
634358,0 days 00:04:36.010000000
634363,0 days 00:04:15.230000000
634377,0 days 00:03:50.960000000
634382,0 days 00:03:08.090000000
635087,0 days 00:05:28.000000000
635489,0 days 00:03:55.990000000
635499,0 days 00:07:10.970000000
635509,0 days 00:04:27.030000000
635519,0 days 00:03:53.970000000
635526,0 days 00:02:56.220000000
635529,0 days 00:05:10.080000000
635540,0 days 00:06:36.940000000
636146,0 days 00:05:51.080000000
636157,0 days 00:03:24.040000000
636177,0 days 00:04:58.020000000
636366,0 days 00:01:48.980000000
636383,0 days 00:03:59.130000000
637001,0 days 00:02:26.100000000
637007,0 days 00:04:49.090000000
637015,0 days 00:03:18.840000000
637023,0 days 00:01:51.070000000
637027,0 days 00:02:24.120000000
637032,0 days 00:03:40.010000000
637039,0 days 00:02:13.080000000
637048,0 days 00:04:19.000000000
637053,0 days 00:00:49.900000000
637058,0 days 00:02:52.070000000
637648,0 days 00:02:56.120000000
637660,0 days 00:03:52.910000000
637665,0 days 00:06:15.000000000
637670,0 days 00:05:27.990000000
637683,0 days 00:04:36.010000000
637687,0 days 00:04:02.850000000
638996,0 days 00:05:25.110000000
639001,0 days 00:05:20.890000000
639009,0 days 00:03:28.040000000
639014,0 days 00:03:31.980000000
639018,0 days 00:04:22.030000000
639024,0 days 00:03:00.820000000
639029,0 days 00:03:09.930000000
639034,0 days 00:03:44.150000000
639039,0 days 00:03:21.000000000
639048,0 days 00:03:25.810000000
641480,0 days 00:05:56.020000000
641486,0 days 00:03:46.150000000
641492,0 days 00:02:13.970000000
641498,0 days 00:04:28.880000000
641505,0 days 00:02:03.970000000
641509,0 days 00:06:01.070000000
641520,0 days 00:04:02.970000000
641533,0 days 00:03:11.990000000
641538,0 days 00:03:42.080000000
641545,0 days 00:04:30.030000000
641555,0 days 00:03:58.040000000
641562,0 days 00:02:09.920000000
641568,0 days 00:04:41.080000000
641582,0 days 00:03:12.000000000
641590,0 days 00:03:19.860000000
641938,0 days 00:06:48.870000000
641949,0 days 00:02:52.120000000
641960,0 days 00:04:27.820000000
641977,0 days 00:01:04.770000000
642311,0 days 00:05:23.080000000
642321,0 days 00:03:56.140000000
642331,0 days 00:04:37.050000000
642350,0 days 00:03:50.870000000
642796,0 days 00:04:13.940000000
642803,0 days 00:04:11.870000000
642810,0 days 00:03:38.980000000
642819,0 days 00:03:17.030000000
642827,0 days 00:04:16.010000000
642833,0 days 00:02:10.900000000
642845,0 days 00:03:38.010000000
643164,0 days 00:04:28.980000000
643582,0 days 00:03:02.050000000
643592,0 days 00:04:39.000000000
643601,0 days 00:06:15.100000000
643615,0 days 00:05:21.060000000
643620,0 days 00:04:36.790000000
643626,0 days 00:03:13.920000000
643635,0 days 00:03:35.070000000
643644,0 days 00:03:59.770000000
643652,0 days 00:04:19.040000000
644220,0 days 00:02:19.120000000
644229,0 days 00:04:42.880000000
644235,0 days 00:04:01.040000000
644248,0 days 00:04:04.020000000
644578,0 days 00:05:02.960000000
644587,0 days 00:06:30.000000000
644596,0 days 00:03:08.900000000
644601,0 days 00:03:41.140000000
644614,0 days 00:04:42.150000000
644619,0 days 00:02:29.760000000
644625,0 days 00:03:44.160000000
644636,0 days 00:06:14.050000000
644644,0 days 00:03:01.020000000
644653,0 days 00:05:06.100000000
644661,0 days 00:04:50.000000000
644802,0 days 00:05:32.780000000
644816,0 days 00:03:07.060000000
644823,0 days 00:04:36.040000000
646755,0 days 00:03:58.210000000
646768,0 days 00:04:48.770000000
646785,0 days 00:07:02.070000000
646796,0 days 00:04:39.920000000
646806,0 days 00:01:10.060000000
648544,0 days 00:02:13.020000000
648582,0 days 00:04:15.970000000
651000,0 days 00:05:10.990000000
651007,0 days 00:04:25.210000000
651011,0 days 00:05:16.990000000
651017,0 days 00:03:59.960000000
651023,0 days 00:03:27.780000000
651030,0 days 00:05:35.040000000
651038,0 days 00:04:42.990000000
651048,0 days 00:02:29.020000000
651057,0 days 00:01:53.200000000
651067,0 days 00:01:48.880000000
651077,0 days 00:02:22.980000000
651086,0 days 00:08:21.190000000
651095,0 days 00:03:19.920000000
652096,0 days 00:05:15.930000000
652766,0 days 00:05:07.000000000
653006,0 days 00:04:13.870000000
653024,0 days 00:04:33.010000000
653031,0 days 00:03:46.090000000
653038,0 days 00:02:59.920000000
653045,0 days 00:02:31.060000000
653050,0 days 00:04:12.850000000
653058,0 days 00:03:06.990000000
653147,0 days 00:04:06.280000000
653159,0 days 00:03:38.990000000
653164,0 days 00:04:48.980000000
653173,0 days 00:03:35.760000000
653179,0 days 00:02:47.940000000
653187,0 days 00:03:09.730000000
653196,0 days 00:02:53.030000000
653202,0 days 00:03:24.140000000
654730,0 days 00:05:01.020000000
654962,0 days 00:05:28.200000000
655339,0 days 00:04:58.030000000
655345,0 days 00:06:16.830000000
655351,0 days 00:03:11.210000000
655358,0 days 00:03:14.750000000
655364,0 days 00:04:18.090000000
655370,0 days 00:05:04.080000000
655376,0 days 00:05:20.120000000
655384,0 days 00:05:36.930000000
655389,0 days 00:05:05.980000000
655399,0 days 00:04:19.050000000
655408,0 days 00:04:55.950000000
655424,0 days 00:02:36.900000000
655830,0 days 00:04:18.910000000
656751,0 days 00:06:43.870000000
656762,0 days 00:04:31.900000000
656768,0 days 00:05:40.250000000
656782,0 days 00:02:20.980000000
656792,0 days 00:04:48.980000000
656798,0 days 00:02:37.250000000
656805,0 days 00:03:02.770000000
656814,0 days 00:06:03.120000000
656832,0 days 00:03:14.990000000
656842,0 days 00:03:18.020000000
656851,0 days 00:03:34.860000000
657241,0 days 00:05:34.900000000
657253,0 days 00:03:18.990000000
657258,0 days 00:01:14.120000000
657262,0 days 00:05:50.780000000
657269,0 days 00:07:48.010000000
657278,0 days 00:03:48.220000000
657286,0 days 00:07:03.870000000
658177,0 days 00:05:39.960000000
658191,0 days 00:05:15.730000000
658200,0 days 00:03:49.110000000
658210,0 days 00:03:58.050000000
658216,0 days 00:03:38.070000000
658222,0 days 00:04:56.870000000
658229,0 days 00:02:52.870000000
658237,0 days 00:05:34.090000000
658247,0 days 00:06:09.220000000
658263,0 days 00:04:49.880000000
658270,0 days 00:06:26.120000000
658279,0 days 00:03:41.050000000
658284,0 days 00:06:05.920000000
658293,0 days 00:03:04.840000000
658301,0 days 00:04:04.100000000
658384,0 days 00:05:29.070000000
658391,0 days 00:04:22.080000000
658399,0 days 00:03:55.950000000
658410,0 days 00:05:20.170000000
658421,0 days 00:06:07.830000000
658433,0 days 00:05:50.970000000
658452,0 days 00:04:06.840000000
658464,0 days 00:02:37.930000000
658468,0 days 00:06:04.930000000
658473,0 days 00:05:07.220000000
658479,0 days 00:03:45.900000000
658484,0 days 00:04:11.990000000
658496,0 days 00:04:18.870000000
658501,0 days 00:04:15.110000000
658811,0 days 00:06:53.180000000
658827,0 days 00:05:44.930000000
658834,0 days 00:05:37.950000000
658841,0 days 00:03:25.020000000
658858,0 days 00:05:59.940000000
658864,0 days 00:03:07.240000000
658874,0 days 00:02:41.100000000
658886,0 days 00:02:43.090000000
658893,0 days 00:04:51.790000000
