,segment_lenght
710860,0 days 00:03:54.790000000
711966,0 days 00:03:58.910000000
711983,0 days 00:06:02.900000000
711990,0 days 00:04:43.220000000
712010,0 days 00:03:11.010000000
714053,0 days 00:06:25.930000000
714061,0 days 00:06:46.100000000
714068,0 days 00:04:59.740000000
714076,0 days 00:05:20.990000000
714090,0 days 00:05:46.960000000
716634,0 days 00:05:27.860000000
716646,0 days 00:02:59.200000000
716654,0 days 00:03:01.780000000
716659,0 days 00:04:09.160000000
716669,0 days 00:02:19.850000000
716680,0 days 00:03:35.100000000
716686,0 days 00:04:53.010000000
716717,0 days 00:04:21.240000000
716730,0 days 00:04:09.760000000
716736,0 days 00:05:39.180000000
716744,0 days 00:02:40.000000000
716750,0 days 00:03:39.940000000
716765,0 days 00:03:47.260000000
716774,0 days 00:04:30.920000000
716779,0 days 00:05:13.870000000
716786,0 days 00:04:16.180000000
716795,0 days 00:04:25.870000000
716802,0 days 00:03:35.950000000
717383,0 days 00:05:29.710000000
717389,0 days 00:08:43.090000000
717394,0 days 00:05:34.980000000
720881,0 days 00:05:00.210000000
720886,0 days 00:03:51.900000000
720891,0 days 00:02:54.890000000
720897,0 days 00:01:20.980000000
721758,0 days 00:03:58.110000000
721782,0 days 00:03:50.120000000
721786,0 days 00:04:03.900000000
722888,0 days 00:04:22.940000000
722899,0 days 00:06:22.230000000
723239,0 days 00:04:01.000000000
723249,0 days 00:03:16.240000000
723257,0 days 00:04:04.760000000
723269,0 days 00:06:19.930000000
724514,0 days 00:04:14.910000000
724522,0 days 00:03:26.950000000
724529,0 days 00:06:15.130000000
724536,0 days 00:08:41.950000000
724545,0 days 00:03:16.970000000
724556,0 days 00:06:39.230000000
724564,0 days 00:03:15.910000000
724575,0 days 00:02:45.080000000
724580,0 days 00:01:41.890000000
724586,0 days 00:06:08.990000000
724795,0 days 00:03:45.900000000
724806,0 days 00:02:09.030000000
724814,0 days 00:03:52.790000000
725707,0 days 00:03:52.080000000
725718,0 days 00:04:04.160000000
725733,0 days 00:03:05.860000000
725743,0 days 00:02:53.980000000
725750,0 days 00:02:42.900000000
729189,0 days 00:04:57.980000000
729195,0 days 00:05:05.140000000
729203,0 days 00:03:59.860000000
729216,0 days 00:03:23.950000000
729703,0 days 00:04:15.940000000
729714,0 days 00:03:49.960000000
729719,0 days 00:03:32.990000000
729723,0 days 00:05:06.060000000
729732,0 days 00:06:22.990000000
730109,0 days 00:04:14.130000000
730116,0 days 00:04:16.770000000
730140,0 days 00:03:19.900000000
730147,0 days 00:04:58.160000000
730156,0 days 00:04:26.760000000
730165,0 days 00:04:46.220000000
730176,0 days 00:05:18.000000000
730184,0 days 00:03:38.790000000
730201,0 days 00:04:48.100000000
730213,0 days 00:04:23.150000000
730225,0 days 00:05:11.790000000
730234,0 days 00:04:26.980000000
730243,0 days 00:03:37.890000000
730253,0 days 00:03:19.910000000
730307,0 days 00:05:43.060000000
730318,0 days 00:05:55.100000000
730340,0 days 00:05:29.950000000
730346,0 days 00:06:03.170000000
730360,0 days 00:05:34.030000000
730372,0 days 00:02:58.900000000
730379,0 days 00:04:11.220000000
730397,0 days 00:05:33.030000000
730406,0 days 00:04:13.900000000
730413,0 days 00:04:22.020000000
733245,0 days 00:04:41.960000000
733266,0 days 00:03:46.210000000
733271,0 days 00:03:38.790000000
733278,0 days 00:05:31.070000000
733285,0 days 00:05:57.090000000
733290,0 days 00:04:23.000000000
733309,0 days 00:04:30.960000000
733314,0 days 00:01:53.960000000
733547,0 days 00:06:09.950000000
733560,0 days 00:05:58.880000000
733575,0 days 00:04:07.070000000
733582,0 days 00:04:50.980000000
733588,0 days 00:05:26.960000000
733779,0 days 00:05:12.050000000
733783,0 days 00:04:30.850000000
733787,0 days 00:05:54.150000000
733794,0 days 00:06:28.980000000
733812,0 days 00:05:45.900000000
733821,0 days 00:04:53.840000000
733828,0 days 00:05:55.180000000
733835,0 days 00:05:43.900000000
733842,0 days 00:03:10.000000000
737491,0 days 00:03:36.900000000
737500,0 days 00:04:47.000000000
737509,0 days 00:03:53.060000000
737552,0 days 00:04:07.970000000
737564,0 days 00:04:02.190000000
737572,0 days 00:06:35.070000000
738088,0 days 00:06:15.930000000
738094,0 days 00:02:58.070000000
738102,0 days 00:05:47.930000000
738108,0 days 00:03:44.980000000
738119,0 days 00:02:52.080000000
738123,0 days 00:06:46.980000000
738133,0 days 00:06:47.020000000
738142,0 days 00:02:50.030000000
738147,0 days 00:04:55.760000000
738158,0 days 00:04:29.960000000
738163,0 days 00:04:21.990000000
738171,0 days 00:03:52.110000000
738177,0 days 00:08:00.960000000
738184,0 days 00:03:58.980000000
738199,0 days 00:01:41.880000000
738204,0 days 00:03:53.900000000
738211,0 days 00:04:11.900000000
738221,0 days 00:02:33.940000000
738227,0 days 00:03:50.050000000
738237,0 days 00:04:08.000000000
738250,0 days 00:04:41.150000000
738439,0 days 00:05:58.030000000
738450,0 days 00:03:51.970000000
738456,0 days 00:04:58.030000000
738467,0 days 00:04:47.750000000
738474,0 days 00:02:45.260000000
738479,0 days 00:05:47.880000000
741016,0 days 00:07:36.010000000
741027,0 days 00:05:07.970000000
741036,0 days 00:05:16.750000000
741040,0 days 00:01:31.000000000
741044,0 days 00:04:06.040000000
741050,0 days 00:06:47.150000000
741056,0 days 00:03:36.100000000
741067,0 days 00:04:19.010000000
741073,0 days 00:04:05.070000000
741079,0 days 00:04:17.980000000
741086,0 days 00:04:05.960000000
741094,0 days 00:04:53.080000000
741100,0 days 00:02:05.170000000
741114,0 days 00:05:36.230000000
741342,0 days 00:01:30.070000000
742836,0 days 00:02:10.710000000
742850,0 days 00:02:39.280000000
742855,0 days 00:02:25.990000000
742861,0 days 00:03:10.940000000
742866,0 days 00:03:08.060000000
742871,0 days 00:04:04.810000000
743967,0 days 00:04:24.000000000
743978,0 days 00:06:17.130000000
743988,0 days 00:03:35.090000000
744006,0 days 00:04:44.110000000
744325,0 days 00:04:59.760000000
744332,0 days 00:04:07.140000000
744339,0 days 00:04:50.060000000
744345,0 days 00:04:51.850000000
745048,0 days 00:04:26.990000000
745054,0 days 00:03:41.900000000
745068,0 days 00:05:04.910000000
745074,0 days 00:04:17.130000000
745082,0 days 00:04:01.080000000
748051,0 days 00:06:35.910000000
748061,0 days 00:05:56.240000000
748066,0 days 00:07:26.020000000
748072,0 days 00:02:56.730000000
748077,0 days 00:07:20.220000000
748091,0 days 00:03:57.020000000
748095,0 days 00:05:57.060000000
748099,0 days 00:03:55.010000000
748105,0 days 00:05:16.960000000
748115,0 days 00:04:22.100000000
748217,0 days 00:04:20.030000000
748222,0 days 00:06:39.190000000
748232,0 days 00:05:02.950000000
748237,0 days 00:06:13.930000000
748335,0 days 00:03:34.000000000
748346,0 days 00:05:04.120000000
748353,0 days 00:06:04.930000000
748358,0 days 00:05:58.860000000
748366,0 days 00:07:01.040000000
748374,0 days 00:04:20.020000000
748797,0 days 00:03:38.190000000
748809,0 days 00:04:04.270000000
749451,0 days 00:03:31.200000000
749457,0 days 00:03:05.030000000
749463,0 days 00:02:13.010000000
749467,0 days 00:02:25.010000000
749473,0 days 00:03:29.950000000
749480,0 days 00:03:19.770000000
749485,0 days 00:03:40.060000000
750218,0 days 00:03:24.060000000
750226,0 days 00:02:16.980000000
750248,0 days 00:03:52.090000000
750254,0 days 00:06:14.860000000
750262,0 days 00:04:22.270000000
750268,0 days 00:03:28.900000000
750282,0 days 00:03:58.010000000
750290,0 days 00:02:57.020000000
750301,0 days 00:04:59.210000000
750305,0 days 00:06:08.830000000
750310,0 days 00:02:52.140000000
750316,0 days 00:03:50.970000000
750680,0 days 00:02:37.190000000
750686,0 days 00:04:36.020000000
750693,0 days 00:06:03.890000000
750701,0 days 00:03:06.090000000
750714,0 days 00:04:11.980000000
750723,0 days 00:05:26.190000000
750728,0 days 00:02:54.890000000
751531,0 days 00:04:55.010000000
751536,0 days 00:05:00.960000000
751550,0 days 00:04:29.850000000
751556,0 days 00:03:45.060000000
751562,0 days 00:06:41.940000000
751569,0 days 00:05:53.040000000
751578,0 days 00:05:10.060000000
751590,0 days 00:04:38.990000000
751595,0 days 00:04:12.850000000
751602,0 days 00:04:49.910000000
751608,0 days 00:04:56.220000000
751617,0 days 00:03:23.950000000
751633,0 days 00:05:24.910000000
751638,0 days 00:04:42.950000000
751647,0 days 00:03:56.080000000
751654,0 days 00:04:19.030000000
751660,0 days 00:04:18.060000000
751672,0 days 00:05:39.950000000
751682,0 days 00:04:10.040000000
751689,0 days 00:05:26.030000000
751697,0 days 00:02:59.190000000
752235,0 days 00:04:22.810000000
753720,0 days 00:05:04.990000000
753733,0 days 00:05:53.910000000
753741,0 days 00:02:48.100000000
753850,0 days 00:04:16.060000000
753869,0 days 00:04:36.820000000
753876,0 days 00:05:29.180000000
753884,0 days 00:05:39.720000000
753891,0 days 00:05:17.270000000
753911,0 days 00:06:13.000000000
753919,0 days 00:06:18.010000000
753928,0 days 00:01:55.750000000
753933,0 days 00:00:51.160000000
756060,0 days 00:04:37.020000000
756070,0 days 00:03:38.760000000
756517,0 days 00:03:09.070000000
756528,0 days 00:03:36.020000000
756534,0 days 00:03:37.820000000
756541,0 days 00:03:50.940000000
756683,0 days 00:04:04.980000000
756700,0 days 00:05:31.270000000
756707,0 days 00:03:19.900000000
756715,0 days 00:04:20.090000000
756724,0 days 00:03:58.980000000
757129,0 days 00:03:31.860000000
757244,0 days 00:04:09.810000000
757249,0 days 00:03:49.280000000
757255,0 days 00:04:15.870000000
757261,0 days 00:04:31.970000000
757267,0 days 00:03:15.980000000
757280,0 days 00:03:02.850000000
757285,0 days 00:03:53.060000000
757291,0 days 00:03:19.160000000
757365,0 days 00:07:18.020000000
757387,0 days 00:04:43.940000000
757398,0 days 00:05:27.020000000
757410,0 days 00:04:33.060000000
757419,0 days 00:04:36.020000000
759737,0 days 00:05:18.000000000
759742,0 days 00:03:49.100000000
759756,0 days 00:04:16.080000000
759827,0 days 00:03:50.000000000
759834,0 days 00:04:53.170000000
759841,0 days 00:04:37.830000000
759849,0 days 00:05:31.880000000
760176,0 days 00:05:22.140000000
764625,0 days 00:03:18.200000000
764632,0 days 00:03:08.930000000
767190,0 days 00:07:07.940000000
767198,0 days 00:05:58.200000000
768100,0 days 00:05:28.980000000
768115,0 days 00:03:42.050000000
768122,0 days 00:03:36.000000000
768133,0 days 00:09:18.010000000
768140,0 days 00:04:43.920000000
768149,0 days 00:05:45.980000000
768155,0 days 00:02:26.030000000
769369,0 days 00:03:44.030000000
769379,0 days 00:04:14.010000000
769385,0 days 00:05:06.100000000
769399,0 days 00:03:47.060000000
769407,0 days 00:03:16.220000000
769971,0 days 00:03:22.970000000
769978,0 days 00:05:43.950000000
769986,0 days 00:05:02.210000000
769991,0 days 00:05:53.950000000
770871,0 days 00:05:16.010000000
770877,0 days 00:05:41.080000000
770888,0 days 00:03:21.830000000
770898,0 days 00:04:54.960000000
770907,0 days 00:07:02.860000000
770920,0 days 00:05:39.160000000
770927,0 days 00:03:09.950000000
771083,0 days 00:04:37.090000000
771087,0 days 00:04:45.020000000
772265,0 days 00:03:35.160000000
772273,0 days 00:03:55.990000000
772279,0 days 00:02:26.950000000
772283,0 days 00:03:36.910000000
772291,0 days 00:04:42.990000000
772307,0 days 00:02:07.030000000
772313,0 days 00:05:28.780000000
772320,0 days 00:03:06.880000000
773258,0 days 00:02:46.110000000
773267,0 days 00:04:49.000000000
775091,0 days 00:05:53.990000000
775097,0 days 00:05:55.080000000
775106,0 days 00:05:25.110000000
775118,0 days 00:04:41.790000000
775127,0 days 00:04:09.140000000
775798,0 days 00:04:25.960000000
775802,0 days 00:05:07.050000000
775807,0 days 00:04:35.080000000
775812,0 days 00:02:56.940000000
775881,0 days 00:02:08.000000000
777210,0 days 00:07:28.190000000
778087,0 days 00:04:45.930000000
778379,0 days 00:06:02.810000000
778388,0 days 00:02:59.060000000
778394,0 days 00:07:00.980000000
778402,0 days 00:06:26.140000000
778421,0 days 00:04:30.190000000
778927,0 days 00:06:26.160000000
778933,0 days 00:06:51.890000000
778938,0 days 00:01:40.230000000
778944,0 days 00:05:55.820000000
778948,0 days 00:03:46.000000000
778963,0 days 00:04:27.220000000
778970,0 days 00:00:51.810000000
778977,0 days 00:00:52.170000000
778984,0 days 00:00:51.920000000
778990,0 days 00:00:55.880000000
778997,0 days 00:00:48.280000000
779004,0 days 00:00:45.860000000
779010,0 days 00:02:35.110000000
779018,0 days 00:00:47.990000000
779024,0 days 00:00:24.930000000
779030,0 days 00:00:43.070000000
779037,0 days 00:01:04.000000000
779043,0 days 00:01:04.820000000
779050,0 days 00:02:08.120000000
782414,0 days 00:06:53.800000000
782424,0 days 00:05:09.150000000
782435,0 days 00:05:55.870000000
782440,0 days 00:04:00.180000000
782669,0 days 00:05:39.220000000
782675,0 days 00:04:37.860000000
782680,0 days 00:06:03.090000000
782687,0 days 00:06:51.040000000
782702,0 days 00:06:06.210000000
782707,0 days 00:03:47.000000000
783022,0 days 00:03:34.860000000
783029,0 days 00:06:13.180000000
783036,0 days 00:03:35.730000000
783042,0 days 00:04:06.070000000
783163,0 days 00:04:58.970000000
783173,0 days 00:03:30.000000000
783740,0 days 00:04:01.150000000
783746,0 days 00:03:10.870000000
783760,0 days 00:03:01.150000000
784609,0 days 00:03:26.940000000
784622,0 days 00:04:47.060000000
784627,0 days 00:05:58.840000000
784633,0 days 00:05:29.090000000
784641,0 days 00:04:25.940000000
785169,0 days 00:06:16.820000000
785179,0 days 00:08:07.960000000
785184,0 days 00:05:48.050000000
785189,0 days 00:05:25.910000000
785198,0 days 00:04:52.040000000
785203,0 days 00:06:15.120000000
785211,0 days 00:03:00.900000000
785216,0 days 00:06:33.060000000
785235,0 days 00:07:10.940000000
785240,0 days 00:07:53.070000000
785248,0 days 00:04:39.100000000
785252,0 days 00:04:49.960000000
785266,0 days 00:05:21.880000000
785271,0 days 00:06:30.020000000
785279,0 days 00:06:04.010000000
785290,0 days 00:07:08.880000000
785299,0 days 00:05:17.030000000
785313,0 days 00:06:51.970000000
787918,0 days 00:02:18.000000000
787924,0 days 00:03:45.840000000
790504,0 days 00:02:52.190000000
790521,0 days 00:04:32.020000000
790788,0 days 00:04:35.990000000
790794,0 days 00:05:09.000000000
790800,0 days 00:03:28.270000000
793601,0 days 00:03:08.030000000
793604,0 days 00:03:51.160000000
794289,0 days 00:03:05.220000000
794295,0 days 00:05:19.030000000
794301,0 days 00:04:26.800000000
794312,0 days 00:04:27.890000000
794539,0 days 00:05:55.080000000
794549,0 days 00:03:27.110000000
794563,0 days 00:02:28.970000000
794570,0 days 00:02:35.890000000
794576,0 days 00:06:54.920000000
794585,0 days 00:03:10.130000000
794591,0 days 00:04:17.070000000
794596,0 days 00:03:25.940000000
794603,0 days 00:04:35.910000000
797417,0 days 00:01:59.230000000
797424,0 days 00:06:13.860000000
797429,0 days 00:03:03.050000000
797436,0 days 00:03:10.060000000
797442,0 days 00:04:30.860000000
797455,0 days 00:04:07.940000000
797463,0 days 00:03:56.080000000
797467,0 days 00:05:21.010000000
797866,0 days 00:06:13.030000000
797875,0 days 00:02:44.850000000
797881,0 days 00:03:36.120000000
797886,0 days 00:03:36.900000000
797906,0 days 00:06:18.000000000
797920,0 days 00:03:12.170000000
797931,0 days 00:02:45.960000000
797936,0 days 00:08:01.990000000
797941,0 days 00:06:48.970000000
797956,0 days 00:05:29.980000000
797962,0 days 00:03:28.940000000
797966,0 days 00:03:33.860000000
797974,0 days 00:08:35.170000000
797984,0 days 00:07:06.080000000
797997,0 days 00:04:51.940000000
798018,0 days 00:05:57.940000000
798905,0 days 00:03:15.020000000
798918,0 days 00:04:01.890000000
798923,0 days 00:04:14.070000000
798931,0 days 00:04:23.860000000
798946,0 days 00:04:47.860000000
798952,0 days 00:03:17.040000000
798957,0 days 00:06:15.030000000
798963,0 days 00:03:04.170000000
798971,0 days 00:07:25.000000000
798985,0 days 00:05:37.880000000
799447,0 days 00:05:02.000000000
800603,0 days 00:05:29.010000000
802345,0 days 00:05:30.950000000
802350,0 days 00:02:18.230000000
802602,0 days 00:04:14.030000000
802615,0 days 00:02:53.200000000
802624,0 days 00:04:46.940000000
803062,0 days 00:03:46.910000000
803073,0 days 00:03:36.970000000
803078,0 days 00:04:11.920000000
803084,0 days 00:04:38.240000000
805660,0 days 00:06:00.020000000
805669,0 days 00:08:18.070000000
805683,0 days 00:06:19.060000000
805692,0 days 00:03:02.990000000
805697,0 days 00:04:43.230000000
805991,0 days 00:03:37.890000000
805997,0 days 00:02:42.000000000
807969,0 days 00:06:06.060000000
807988,0 days 00:06:33.910000000
807994,0 days 00:04:39.900000000
808001,0 days 00:04:08.220000000
808007,0 days 00:06:26.800000000
808658,0 days 00:04:01.220000000
808665,0 days 00:04:03.780000000
808670,0 days 00:03:01.970000000
808678,0 days 00:06:01.140000000
808685,0 days 00:03:47.090000000
808691,0 days 00:04:01.990000000
808696,0 days 00:02:51.030000000
808747,0 days 00:03:54.010000000
808753,0 days 00:08:39.840000000
808760,0 days 00:03:21.140000000
808766,0 days 00:04:38.920000000
808786,0 days 00:05:21.160000000
808791,0 days 00:08:19.930000000
809250,0 days 00:06:02.050000000
810357,0 days 00:05:20.190000000
810366,0 days 00:04:23.070000000
810373,0 days 00:04:16.770000000
810383,0 days 00:03:37.950000000
810399,0 days 00:03:40.810000000
810405,0 days 00:04:53.140000000
810411,0 days 00:04:39.940000000
810764,0 days 00:05:31.080000000
810773,0 days 00:03:45.850000000
810781,0 days 00:03:16.950000000
810794,0 days 00:04:24.060000000
810805,0 days 00:03:48.070000000
811286,0 days 00:05:12.990000000
811294,0 days 00:02:51.070000000
811309,0 days 00:05:03.030000000
811704,0 days 00:05:41.010000000
811711,0 days 00:02:51.730000000
811715,0 days 00:04:05.150000000
811721,0 days 00:04:09.100000000
811727,0 days 00:03:08.000000000
811736,0 days 00:05:25.940000000
811754,0 days 00:04:24.920000000
811763,0 days 00:03:11.920000000
811768,0 days 00:04:01.240000000
811776,0 days 00:04:25.760000000
811784,0 days 00:02:12.980000000
811790,0 days 00:05:51.110000000
811803,0 days 00:02:11.120000000
811808,0 days 00:04:44.910000000
811816,0 days 00:04:44.870000000
811821,0 days 00:04:36.030000000
811827,0 days 00:05:16.120000000
813544,0 days 00:06:39.010000000
813671,0 days 00:03:51.980000000
813681,0 days 00:00:57.080000000
813686,0 days 00:06:16.840000000
814243,0 days 00:04:54.130000000
814251,0 days 00:04:44.010000000
814635,0 days 00:04:09.000000000
814644,0 days 00:04:31.120000000
814654,0 days 00:04:43.880000000
814668,0 days 00:03:23.240000000
814678,0 days 00:02:43.760000000
814686,0 days 00:03:11.140000000
814693,0 days 00:05:41.850000000
814701,0 days 00:06:26.170000000
814718,0 days 00:04:44.220000000
814830,0 days 00:04:50.070000000
814838,0 days 00:06:06.150000000
814853,0 days 00:04:23.830000000
814860,0 days 00:05:34.160000000
814868,0 days 00:04:45.950000000
814974,0 days 00:06:44.860000000
814983,0 days 00:06:11.050000000
814990,0 days 00:04:32.120000000
815001,0 days 00:03:08.880000000
815060,0 days 00:03:16.150000000
815067,0 days 00:02:56.910000000
815079,0 days 00:02:48.780000000
815087,0 days 00:04:37.010000000
815097,0 days 00:02:42.190000000
815104,0 days 00:03:11.820000000
815109,0 days 00:03:05.030000000
815114,0 days 00:03:11.030000000
815126,0 days 00:05:14.140000000
815663,0 days 00:05:48.910000000
815670,0 days 00:02:35.940000000
815677,0 days 00:07:05.200000000
815682,0 days 00:05:28.090000000
816070,0 days 00:01:54.040000000
816074,0 days 00:02:10.980000000
816292,0 days 00:04:40.920000000
816309,0 days 00:06:05.940000000
816315,0 days 00:04:44.020000000
816320,0 days 00:03:33.110000000
816323,0 days 00:00:49.790000000
816327,0 days 00:00:42.240000000
816331,0 days 00:03:44.910000000
816338,0 days 00:02:51.180000000
816343,0 days 00:03:22.960000000
816350,0 days 00:01:51.760000000
816881,0 days 00:04:57.050000000
816890,0 days 00:03:46.910000000
816901,0 days 00:05:46.990000000
816908,0 days 00:05:29.950000000
816916,0 days 00:05:09.080000000
816925,0 days 00:05:28.900000000
816941,0 days 00:04:14.080000000
816952,0 days 00:03:23.780000000
816961,0 days 00:03:41.030000000
817368,0 days 00:08:38.950000000
817380,0 days 00:05:13.900000000
817389,0 days 00:06:31.200000000
817412,0 days 00:04:48.120000000
817425,0 days 00:04:47.080000000
817432,0 days 00:04:23.930000000
817441,0 days 00:02:17.010000000
817448,0 days 00:03:16.950000000
817452,0 days 00:03:46.060000000
817463,0 days 00:03:07.930000000
817468,0 days 00:01:59.860000000
817474,0 days 00:05:05.040000000
817486,0 days 00:02:59.980000000
817495,0 days 00:04:14.970000000
817505,0 days 00:02:11.970000000
817641,0 days 00:05:50.140000000
817650,0 days 00:03:05.930000000
818714,0 days 00:04:10.140000000
818725,0 days 00:11:12.880000000
818734,0 days 00:08:04.270000000
818753,0 days 00:06:53.020000000
818761,0 days 00:06:42.940000000
818770,0 days 00:04:34.150000000
818779,0 days 00:05:01.000000000
818787,0 days 00:03:15.950000000
818794,0 days 00:03:40.030000000
819320,0 days 00:04:22.970000000
819870,0 days 00:04:24.170000000
819878,0 days 00:03:46.870000000
819890,0 days 00:05:49.160000000
819911,0 days 00:05:15.060000000
819920,0 days 00:04:37.740000000
819926,0 days 00:05:40.140000000
819934,0 days 00:06:14.110000000
819948,0 days 00:03:10.080000000
819955,0 days 00:03:01.900000000
819966,0 days 00:02:57.220000000
819980,0 days 00:03:38.860000000
819986,0 days 00:03:17.110000000
819993,0 days 00:03:20.100000000
820532,0 days 00:02:44.190000000
820536,0 days 00:06:02.920000000
820542,0 days 00:05:51.910000000
820546,0 days 00:08:34.110000000
820558,0 days 00:04:31.130000000
820565,0 days 00:04:51.020000000
820579,0 days 00:02:38.950000000
820588,0 days 00:04:22.900000000
820661,0 days 00:05:58.880000000
820672,0 days 00:02:59.150000000
820682,0 days 00:04:34.920000000
820689,0 days 00:01:58.830000000
820695,0 days 00:01:55.070000000
820752,0 days 00:03:09.120000000
820770,0 days 00:03:17.030000000
821753,0 days 00:06:03.870000000
821764,0 days 00:07:26.190000000
821781,0 days 00:03:30.190000000
821788,0 days 00:02:49.750000000
821792,0 days 00:01:54.280000000
821798,0 days 00:04:18.710000000
822339,0 days 00:05:31.000000000
822347,0 days 00:01:16.120000000
822352,0 days 00:01:58.820000000
822358,0 days 00:03:26.050000000
822477,0 days 00:04:04.860000000
822488,0 days 00:05:38.000000000
822493,0 days 00:02:16.000000000
822517,0 days 00:03:24.010000000
822521,0 days 00:03:15.980000000
822526,0 days 00:03:47.810000000
822533,0 days 00:03:55.970000000
822537,0 days 00:06:20.190000000
822552,0 days 00:06:36.150000000
822663,0 days 00:03:48.090000000
822678,0 days 00:02:58.060000000
822686,0 days 00:06:41.060000000
822691,0 days 00:03:00.000000000
822696,0 days 00:03:49.010000000
822706,0 days 00:05:59.950000000
822720,0 days 00:03:28.970000000
823095,0 days 00:05:21.070000000
823114,0 days 00:04:04.950000000
823118,0 days 00:05:25.200000000
823125,0 days 00:04:45.910000000
823132,0 days 00:06:40.040000000
823927,0 days 00:06:45.060000000
823935,0 days 00:06:11.100000000
823941,0 days 00:05:56.750000000
823954,0 days 00:05:45.160000000
823970,0 days 00:05:38.030000000
823978,0 days 00:05:49.820000000
824894,0 days 00:03:13.930000000
824996,0 days 00:03:27.890000000
825003,0 days 00:04:57.990000000
825012,0 days 00:03:22.140000000
825019,0 days 00:03:53.830000000
825028,0 days 00:03:40.120000000
825042,0 days 00:05:26.220000000
825053,0 days 00:03:37.910000000
825060,0 days 00:02:07.930000000
825066,0 days 00:04:51.120000000
825076,0 days 00:02:30.980000000
825085,0 days 00:00:14.020000000
825090,0 days 00:00:13.880000000
825094,0 days 00:00:15.140000000
825098,0 days 00:00:12.840000000
825102,0 days 00:00:15.980000000
825106,0 days 00:00:14.250000000
825110,0 days 00:00:08.960000000
825114,0 days 00:00:15.040000000
825118,0 days 00:00:15.900000000
825206,0 days 00:02:46.920000000
825225,0 days 00:06:23.850000000
825232,0 days 00:04:43.910000000
825237,0 days 00:03:11.090000000
825253,0 days 00:03:54.110000000
825262,0 days 00:02:59.890000000
825267,0 days 00:08:48.030000000
825276,0 days 00:05:45.250000000
825289,0 days 00:06:15.910000000
825298,0 days 00:05:12.030000000
825303,0 days 00:05:35.830000000
825327,0 days 00:03:59.970000000
825333,0 days 00:04:50.910000000
825342,0 days 00:04:42.990000000
825349,0 days 00:05:22.960000000
825358,0 days 00:03:43.970000000
825372,0 days 00:05:21.910000000
825380,0 days 00:06:48.070000000
825387,0 days 00:04:25.810000000
825401,0 days 00:04:53.050000000
825408,0 days 00:04:49.100000000
825415,0 days 00:03:38.010000000
825423,0 days 00:02:25.970000000
825430,0 days 00:03:42.170000000
825438,0 days 00:03:01.770000000
825445,0 days 00:05:05.090000000
825466,0 days 00:03:30.770000000
825471,0 days 00:04:21.030000000
825479,0 days 00:03:31.970000000
825488,0 days 00:04:05.270000000
825496,0 days 00:06:50.050000000
825506,0 days 00:05:20.940000000
825520,0 days 00:04:58.020000000
825527,0 days 00:01:46.000000000
825531,0 days 00:04:04.010000000
825537,0 days 00:05:21.160000000
825547,0 days 00:03:58.920000000
825556,0 days 00:05:19.960000000
825570,0 days 00:05:23.830000000
825576,0 days 00:04:51.190000000
825581,0 days 00:04:18.770000000
825898,0 days 00:02:56.930000000
825903,0 days 00:02:55.120000000
825908,0 days 00:02:13.770000000
825976,0 days 00:07:54.000000000
825985,0 days 00:03:38.040000000
825994,0 days 00:03:52.120000000
826007,0 days 00:04:46.790000000
826012,0 days 00:06:48.100000000
826019,0 days 00:09:32.060000000
826054,0 days 00:05:10.220000000
826066,0 days 00:04:58.730000000
826075,0 days 00:05:29.050000000
826098,0 days 00:05:01.780000000
826107,0 days 00:04:22.020000000
826117,0 days 00:04:40.080000000
826130,0 days 00:05:31.980000000
826142,0 days 00:08:33.950000000
826152,0 days 00:05:24.000000000
826160,0 days 00:05:11.080000000
826164,0 days 00:04:03.060000000
826179,0 days 00:04:46.000000000
826187,0 days 00:02:31.050000000
826194,0 days 00:03:59.100000000
826200,0 days 00:01:39.920000000
826205,0 days 00:02:53.950000000
826214,0 days 00:02:58.940000000
826222,0 days 00:03:12.890000000
826232,0 days 00:01:01.140000000
826236,0 days 00:03:25.930000000
826243,0 days 00:03:23.090000000
826249,0 days 00:03:55.120000000
828731,0 days 00:03:39.020000000
828748,0 days 00:04:34.910000000
828753,0 days 00:03:20.950000000
828758,0 days 00:04:16.940000000
828765,0 days 00:04:20.000000000
829049,0 days 00:06:29.060000000
829055,0 days 00:05:15.090000000
829064,0 days 00:05:57.840000000
829073,0 days 00:04:27.120000000
829088,0 days 00:04:00.850000000
829094,0 days 00:02:26.940000000
829099,0 days 00:05:30.110000000
829105,0 days 00:03:32.940000000
829116,0 days 00:04:29.250000000
829128,0 days 00:03:12.810000000
829133,0 days 00:06:07.070000000
829140,0 days 00:03:11.120000000
829152,0 days 00:04:31.890000000
829157,0 days 00:02:58.140000000
829162,0 days 00:02:45.110000000
829168,0 days 00:04:29.770000000
829177,0 days 00:04:14.950000000
829184,0 days 00:04:35.140000000
829190,0 days 00:04:59.910000000
829202,0 days 00:04:07.770000000
829348,0 days 00:04:24.780000000
829353,0 days 00:04:09.220000000
829362,0 days 00:02:33.260000000
829701,0 days 00:05:59.030000000
829739,0 days 00:05:08.040000000
829749,0 days 00:03:26.070000000
829757,0 days 00:06:51.990000000
829768,0 days 00:07:08.120000000
829797,0 days 00:05:02.080000000
829805,0 days 00:03:14.960000000
829864,0 days 00:05:38.160000000
829877,0 days 00:07:18.810000000
829884,0 days 00:04:53.020000000
829895,0 days 00:04:18.890000000
829907,0 days 00:05:44.050000000
